player_name,plus_minus,eFG_avg,winning_perct,total_games,pts,Score,year_count,plus_minus_x,eFG_avg_x,winning_perct_x,total_games_x,pts_x,Score_x,year_count_x,plus_minus_y,eFG_avg_y,winning_perct_y,total_games_y,pts_y,Score_y,year_count_y,total_year_count,total_score,avg_score,Rank
Tobias Harris,0.1951219512195122,54.94417862838914,56.09756097560976,82,20.04878049,32.71897148768265,1,5.290322580645161,56.70212765957447,70.96774193548387,31,20.151515151515152,32.687408747738196,1,2.180555555555556,52.72804774083546,59.72222222222222,72,19.597222222222214,32.0715952685422,1,3,32.22712677533842,10.742375591779473,27
Brandon Ingram,-1.1346153846153846,51.78326474622772,48.07692307692307,52,18.26923077,28.627546956249237,1,-0.5,53.78086419753087,41.66666666666667,36,23.73684210526316,31.445654645873947,1,-0.7096774193548387,53.10218978102191,40.32258064516129,62,23.822580645161292,32.50780550977161,1,3,32.10136240931596,10.700454136438653,28
Jamal Murray,3.293333333333333,50.21312872975277,65.33333333333333,75,18.22666667,31.329282184438192,1,6.852941176470589,56.68449197860963,61.764705882352935,34,20.916666666666668,33.2225935828877,1,4.101694915254237,51.90156599552572,64.40677966101694,59,18.491525423728813,31.266069464983126,1,3,31.66053492453679,10.553511641512264,29
T.J. Warren,-5.232558139534883,54.90998363338788,23.255813953488367,43,17.95348837,26.504240093137668,1,0.25,52.941176470588246,75.0,4,15.5,26.547794117647058,1,1.8805970149253728,58.12437311935808,62.6865671641791,67,19.791044776119406,33.36019775745146,1,3,31.65491914627489,10.551639715424963,30
Chris Paul,5.362068965517241,50.76388888888889,67.24137931034483,58,15.62068966,29.665972225118775,1,4.941176470588236,54.76190476190475,67.64705882352942,34,15.833333333333336,29.50812324929972,1,4.728571428571429,55.1860202931229,62.85714285714285,70,17.6,32.181505073280725,1,3,31.521052066076425,10.507017355358808,31
Kemba Walker,0.2926829268292683,51.12826603325416,47.5609756097561,82,25.63414634,34.713773824508664,1,0.4,48.10725552050472,50.0,20,18.095238095238095,26.483956737269036,1,4.392857142857143,52.643419572553434,66.07142857142857,56,20.446428571428573,32.630497750281215,1,3,31.50535335139015,10.501784450463383,32
Gordon Hayward,3.013888888888889,52.677165354330704,61.111111111111114,72,11.45833333,27.453319114360454,1,0.4516129032258064,55.06958250497017,51.61290322580646,31,21.03030303030303,30.629125831521137,1,6.4038461538461515,56.07142857142857,65.38461538461539,52,17.48076923076923,31.97651098901099,1,3,31.480874363780494,10.493624787926832,33
Kyle Lowry,8.246153846153845,51.75913396481732,72.30769230769229,65,14.24615385,30.414398878127407,1,1.7241379310344829,56.561679790026254,37.93103448275862,29,18.0,28.718006154403113,1,4.741379310344827,51.80572851805728,70.6896551724138,58,19.41379310344828,32.21953557779019,1,3,31.428972858129633,10.47632428604321,34
DeMar DeRozan,0.12987012987012986,48.324447829398316,57.14285714285714,77,21.23376623,31.560982084959967,1,-1.1333333333333333,51.07142857142857,56.66666666666666,30,20.3,28.997857142857143,1,-1.7352941176470589,53.527168732125844,45.58823529411765,68,22.117647058823533,31.8979686536197,1,3,31.301097023034202,10.433699007678067,35
John Collins,-1.2295081967213115,59.26594464500603,39.34426229508197,61,19.47540984,31.211568130825277,1,1.5833333333333333,58.93617021276596,44.444444444444436,36,17.789473684210527,29.825782319273365,1,-3.902439024390244,63.22314049586776,36.58536585365854,41,21.585365853658534,31.660663172747427,1,3,31.271232249956505,10.423744083318836,36
Domantas Sabonis,2.6486486486486487,59.64285714285713,58.1081081081081,74,14.09459459,30.63503860728185,1,-2.5142857142857142,55.555555555555536,45.714285714285715,35,20.783783783783786,29.766302016302014,1,2.629032258064516,55.01179245283018,59.67741935483871,62,18.5,31.59407714546561,1,3,31.180570192723707,10.393523397574569,37
Shai Gilgeous-Alexander,-1.451219512195122,51.187150837988824,58.536585365853654,82,10.84146341,25.965690145741107,1,-4.366666666666666,57.58547008547009,43.33333333333334,30,23.71875,31.202617521367525,1,2.157142857142857,51.379310344827566,61.42857142857143,70,19.01428571428572,31.36411330049261,1,3,31.06189298693002,10.353964328976673,38
Norman Powell,0.25,56.75,75.0,60,8.6,26.16,1,1.3529411764705883,59.02777777777778,47.058823529411754,34,18.666666666666668,30.34812091503268,1,2.8461538461538463,58.61204013377928,76.92307692307693,52,15.961538461538465,31.38762541806021,1,3,30.918343246551693,10.30611441551723,39
Dennis Schroder,2.088607594936709,47.01086956521739,59.493670886075954,79,15.49367089,28.495755368342323,1,5.0,48.218829516539444,72.72727272727273,33,14.794117647058822,27.46754160373379,1,3.5230769230769234,53.41968911917099,61.53846153846154,65,18.907692307692308,31.90722997210044,1,3,30.848718568239203,10.282906189413067,40
Jimmy Butler,2.4615384615384617,49.94469026548673,58.46153846153847,65,18.69230769,30.49001871883322,1,3.954545454545455,46.66666666666666,63.63636363636363,22,21.125,29.61212121212121,1,4.431034482758621,47.42744063324538,65.51724137931035,58,19.948275862068964,31.109446365207894,1,3,30.77900995227182,10.259669984090607,41
Duncan Robinson,-2.2,49.99999999999999,46.66666666666666,15,3.333333333,17.03333333313333,1,-0.027777777777777776,59.51704545454545,50.0,36,12.76315789473684,26.830211656034024,1,4.808219178082191,66.66666666666666,60.273972602739725,73,13.465753424657533,32.61187214611871,1,3,30.676613107452507,10.22553770248417,42
Ben Simmons,1.4810126582278482,56.25,63.291139240506325,79,16.92405063,31.701740504582276,1,5.516129032258066,58.13253012048193,70.96774193548387,31,16.06451612903226,30.64926156237855,1,1.0701754385964912,58.114374034003106,61.40350877192983,57,16.438596491228072,30.57947070148324,1,3,30.64954236381725,10.216514121272416,43
Nikola Vucevic,2.7125,54.874446085672076,51.24999999999999,80,20.8125,33.44673652141802,1,-6.333333333333332,54.829931972789105,36.111111111111114,36,24.63157894736842,30.50865258384055,1,0.8709677419354839,52.468538238141356,45.16129032258064,62,19.596774193548384,30.451005527277275,1,3,30.612321488296967,10.204107162765656,44
Bam Adebayo,0.25609756097560976,57.92181069958847,47.5609756097561,82,8.890243902,26.356672186828828,1,-0.2424242424242425,56.56324582338903,51.51515151515152,33,19.21212121212121,29.833235698271494,1,3.388888888888889,55.82278481012659,61.111111111111114,72,15.916666666666664,31.008473980309425,1,3,30.54083623422781,10.180278744742603,45
Joe Harris,-1.0526315789473684,62.23262032085562,53.94736842105264,76,13.69736842,30.010786658529696,1,6.243243243243242,69.65699208443272,64.86486486486487,37,14.64102564102564,32.85291745977762,1,1.2318840579710144,59.56632653061224,47.82608695652174,69,14.46376811594203,29.719117864537118,1,3,30.36046122328485,10.120153741094951,46
Danilo Gallinari,1.5147058823529411,55.373303167420815,58.82352941176471,68,19.79411765,32.439649323031674,1,1.0833333333333333,50.48309178743961,41.66666666666667,24,12.115384615384615,23.444170382757342,1,3.693548387096774,54.71236230110159,59.67741935483871,62,18.70967741935484,31.91115509140443,1,3,30.244182861256377,10.081394287085459,47
Fred VanVleet,4.65625,50.33333333333333,71.875,64,10.953125,27.11302083333333,1,3.3529411764705883,50.08849557522125,50.0,34,20.11764705882353,29.630947423217076,1,3.7777777777777777,50.711513583441146,74.07407407407408,54,17.62962962962963,30.603804321786214,1,3,30.234693767649745,10.078231255883248,48
Tim Hardaway Jr.,-6.123076923076923,47.432024169184295,21.538461538461537,65,18.06153846,25.49108296444992,1,-1.1764705882352942,54.382022471910105,55.88235294117647,34,16.194444444444443,27.51217228464419,1,4.098591549295775,54.977375565610856,57.74647887323944,71,15.788732394366198,30.67955515900835,1,3,29.786654974407597,9.928884991469198,49
Jrue Holiday,3.4626865671641784,52.28645383951681,44.77611940298507,67,21.19402985,32.2425089818195,1,6.538461538461537,55.86419753086419,65.38461538461539,26,15.25,29.3198955365622,1,0.5737704918032787,51.59045725646122,42.622950819672134,61,19.131147540983605,29.700893002639894,1,3,29.751774308383332,9.917258102794444,50
Buddy Hield,0.0,56.029411764705884,47.5609756097561,82,20.67073171,32.88784074766428,1,-3.5,52.85996055226825,38.888888888888886,36,16.315789473684212,25.873908266722033,1,-1.5,54.518072289156635,43.05555555555557,72,19.194444444444443,30.523962516733604,1,3,29.712145578277823,9.904048526092607,51
Deandre Ayton,-5.380281690140845,58.50574712643678,23.943661971830984,71,16.32394366,27.822915653665532,1,2.9428571428571435,59.94550408719346,68.57142857142857,35,14.351351351351347,29.51147254689489,1,2.5789473684210527,54.84154929577464,52.631578947368425,38,18.157894736842106,29.781439955522607,1,3,29.62952025870421,9.876506752901404,52
Evan Fournier,1.160493827160494,50.93545369504209,51.85185185185186,81,15.13580247,28.748060955143238,1,-2.6666666666666665,54.255319148936174,47.61904761904761,21,18.52380952380953,27.442401215805475,1,-1.2272727272727273,56.02798708288482,42.42424242424242,66,18.5,30.221390710115145,1,3,29.591926323504616,9.863975441168206,53
Eric Bledsoe,7.089743589743589,54.78887744593204,75.64102564102564,78,15.91025641,32.69786038697019,1,-1.9142857142857144,53.03030303030303,42.857142857142854,35,11.945945945945946,23.83942903942904,1,7.081967213114754,52.77382645803698,78.68852459016394,61,14.934426229508198,30.90903038500105,1,3,29.584551615985106,9.861517205328369,54
Serge Ibaka,3.4864864864864864,55.70125427594071,71.62162162162163,74,15.02702703,31.094232489687876,1,4.351351351351353,56.30630630630631,62.16216216216216,37,11.23684210526316,26.864627785680423,1,1.7272727272727273,56.4179104477612,72.72727272727273,55,15.363636363636365,30.140841248303936,1,3,29.533268117848433,9.844422705949478,55
De'Aaron Fox,0.8395061728395061,49.727767695099814,48.148148148148145,81,17.27160494,29.462188838392237,1,-4.8,51.66931637519875,40.0,35,23.459459459459467,29.543004769475367,1,-2.372549019607843,51.288343558282214,39.215686274509814,51,21.11764705882353,29.410321183688197,1,3,29.439451283580834,9.813150427860277,56
Jonas Valanciunas,1.4489795918367347,57.24907063197027,63.265306122448976,49,15.57142857,29.630635004074197,1,0.8214285714285714,55.621301775147934,50.0,28,15.966666666666667,27.59068258664412,1,0.08571428571428573,60.622462787550745,45.714285714285715,70,14.914285714285715,29.91132998260197,1,3,29.433165754484012,9.81105525149467,57
Seth Curry,1.7837837837837838,57.74193548387096,66.21621621621621,74,7.851351351,26.603051438324492,1,6.357142857142858,57.63358778625955,71.42857142857143,28,12.533333333333333,28.48911123227917,1,2.515625,62.108013937282216,59.375,64,12.390625,29.75903473432055,1,3,29.34725086911247,9.782416956370824,58
Lou Williams,2.1866666666666665,47.144112478031644,62.66666666666667,75,19.97333333,31.200028117507912,1,2.4285714285714284,47.45989304812835,60.0,35,12.555555555555555,24.75544945250828,1,3.1692307692307686,47.702991452991455,67.69230769230771,65,18.23076923076923,30.291132478632477,1,3,29.22944065535141,9.743146885117136,59
Hassan Whiteside,0.25,57.20588235294118,45.83333333333333,72,12.31944444,27.64730391890196,1,-3.391304347826087,57.97101449275362,43.47826086956522,23,8.26086956521739,21.925362318840577,1,1.7164179104477613,62.39316239316239,50.746268656716424,67,15.522388059701493,31.228141344559262,1,3,29.18854366813266,9.72951455604422,60
Clint Capela,3.7761194029850738,64.75409836065575,65.67164179104478,67,16.62686567,33.74225593246245,1,2.53125,58.92351274787535,40.625,32,14.823529411764708,27.889058334027663,1,1.4871794871794872,62.88659793814434,56.410256410256395,39,13.923076923076925,29.217803330689932,1,3,29.178276961446105,9.726092320482035,61
Jordan Clarkson,-4.160493827160494,50.932203389830505,22.222222222222214,81,16.83950617,26.957742203778615,1,4.5,55.47169811320754,75.0,36,17.94736842105263,31.311345580933462,1,-0.07042253521126761,54.209919261822364,47.88732394366197,71,15.183098591549294,28.58909953376545,1,3,29.05198087669971,9.68399362556657,62
Dwight Howard,-5.5555555555555545,62.31884057971014,44.444444444444436,9,12.77777778,24.529710146260868,1,-1.9722222222222223,60.14492753623188,66.66666666666666,36,6.394736842105262,23.513351767098904,1,2.347826086956522,73.46570397111914,75.36231884057972,69,7.492753623188406,30.66715063046094,1,3,28.92951883357853,9.643172944526176,63
Julius Randle,-0.136986301369863,55.50964187327823,42.46575342465753,73,21.43835616,32.47946526020997,1,1.5405405405405406,53.69496855345912,51.35135135135135,37,22.89743589743589,31.96490637952902,1,-3.859375,49.20477137176938,32.8125,64,19.5,27.876974092942344,1,3,28.92468510862306,9.641561702874354,64
Malcolm Brogdon,6.90625,57.486631016042786,76.5625,64,15.640625,32.5107202540107,1,-0.4705882352941176,51.37763371150729,47.058823529411754,34,21.527777777777786,29.696369212190554,1,1.6666666666666667,48.85752688172043,62.96296296296296,54,16.537037037037038,28.401418757467148,1,3,28.865873923239008,9.621957974413002,65
Christian Wood,-2.5238095238095237,55.982905982905976,61.904761904761905,21,8.19047619,22.42429792401221,1,2.5294117647058822,61.79775280898877,47.058823529411754,17,22.0,32.48473231989425,1,1.0806451612903225,62.007874015748044,32.25806451612903,62,13.06451612903226,28.3237426974854,1,3,28.86096838329351,9.62032279443117,66
Jarrett Allen,-1.5,59.507042253521135,52.5,80,10.9125,27.674260563380283,1,-0.2571428571428571,67.70428015564202,40.0,35,13.222222222222221,28.545117657958127,1,0.6428571428571429,64.94623655913979,47.14285714285714,70,11.071428571428573,28.897273425499233,1,3,28.765691628885065,9.588563876295021,67
Collin Sexton,-8.21951219512195,47.96849087893864,23.170731707317074,82,16.7195122,25.227488576320027,1,-3.9354838709677415,53.28596802841917,38.709677419354854,31,23.9375,30.185604910330596,1,-6.092307692307693,51.70349907918968,29.230769230769234,65,20.75384615384616,28.566644000566654,1,3,28.723478411307113,9.574492803769038,68
Brook Lopez,7.074074074074074,57.061068702290065,74.07407407407408,81,12.45679012,31.26156346979474,1,3.9722222222222223,55.79470198675496,61.111111111111114,36,10.842105263157897,26.30254976569459,1,7.720588235294117,51.1177347242921,77.94117647058823,68,11.955882352941178,29.180168975190668,1,3,28.708714858021658,9.569571619340552,69
Goran Dragic,1.1666666666666667,47.92147806004618,44.444444444444436,36,13.72222222,24.527591735900433,1,1.6363636363636365,52.76679841897234,50.0,22,15.041666666666664,26.225790513833992,1,2.7966101694915246,52.62430939226519,62.711864406779654,59,16.152542372881356,29.632348534506974,1,3,28.69579909044205,9.565266363480683,70
Andrew Wiggins,-0.9041095890410958,46.07113316790736,42.46575342465753,73,18.09589041,27.922577811949445,1,-1.6756756756756757,52.49520153550864,51.35135135135135,37,17.23076923076923,27.460910570987348,1,-3.7222222222222223,50.357873210633954,27.777777777777786,54,21.759259259259267,28.803357191547384,1,3,28.490828898455483,9.496942966151828,71
OG Anunoby,-0.746268656716418,53.58910891089109,68.65671641791045,67,7.0,24.193545884439192,1,2.782608695652174,58.193277310924366,47.82608695652174,23,13.782608695652176,27.054841066861528,1,3.9565217391304346,58.392226148409904,72.46376811594203,69,10.623188405797102,29.034288421160447,1,3,28.3963618234646,9.465453941154866,72
Joe Ingles,5.2560975609756095,56.54613466334164,60.97560975609756,82,12.12195122,29.872509275884195,1,5.875,68.36734693877551,71.875,32,11.323529411764708,30.548454381752705,1,3.333333333333333,57.23327305605786,61.111111111111114,72,9.819444444444443,27.688873819570023,1,3,28.36997170482227,9.456657234940756,73
Will Barton,0.16279069767441862,47.5,62.7906976744186,43,11.48837209,24.098255812139534,1,2.8484848484848486,51.641791044776106,60.60606060606061,33,12.2,25.62287200361827,1,4.206896551724138,52.30352303523036,65.51724137931035,58,15.06896551724138,29.34484627604897,1,3,28.33812189836736,9.446040632789119,74
Spencer Dinwiddie,-1.0294117647058822,51.690821256038646,52.941176470588246,68,16.80882353,28.797705314362602,1,14.0,43.75000000000001,66.66666666666666,3,6.666666666666668,21.920833333333334,1,0.828125,47.55142017629775,46.875,64,20.59375,29.994886294074437,1,3,28.320216652940626,9.440072217646875,75
George Hill,2.45,51.59574468085106,65.0,60,7.633333332999999,24.341436170012766,1,-1.1428571428571428,60.0,42.857142857142854,14,11.785714285714285,24.628571428571426,1,5.084745762711863,62.36702127659576,79.66101694915254,59,9.389830508474576,29.429890912369277,1,3,28.215204278491882,9.405068092830627,76
LaMarcus Aldridge,1.1111111111111112,52.23654283548142,59.25925925925925,81,21.32098765,33.1424690396111,1,-2.761904761904762,51.814516129032256,57.14285714285714,21,13.714285714285715,24.39886712749616,1,-2.452830188679245,53.15258511979823,43.39622641509435,53,18.88679245283019,28.82682552523258,1,3,28.15701602140422,9.38567200713474,77
D'Angelo Russell,0.2839506172839506,51.15359261700725,51.85185185185186,81,21.13580247,32.18345988316539,1,-9.85,51.68711656441718,25.0,20,19.25,24.259279141104294,1,-5.6,51.89125295508275,24.44444444444445,45,23.08888888888889,28.898368794326245,1,3,28.13480541812381,9.378268472707937,78
Marcus Morris Sr.,0.9466666666666668,53.3175355450237,58.66666666666666,75,13.94666667,28.617383888255922,1,0.35714285714285715,55.81818181818181,64.28571428571429,28,12.20689655172414,25.98225481415136,1,0.6935483870967742,52.5925925925926,41.935483870967744,62,16.661290322580644,28.51508363201912,1,3,28.013632881257408,9.337877627085803,79
Kelly Oubre Jr.,-3.9130434782608696,50.95011876484561,30.434782608695656,69,15.17391304,25.835355776080966,1,-1.7428571428571429,50.10799136069114,54.28571428571429,35,15.216216216216214,25.685298998473943,1,-0.5,51.69491525423729,39.285714285714285,56,18.678571428571427,28.770157384987893,1,3,28.006445627239756,9.335481875746586,80
Jerami Grant,3.725,56.68286755771568,60.0,80,13.625,30.27696688942892,1,-1.6666666666666667,50.25597269624575,27.27272727272727,33,23.62857142857143,29.338105728173993,1,-1.2535211267605637,55.52050473186121,63.38028169014085,71,11.985915492957744,27.477309281556852,1,3,27.989451451273883,9.329817150424628,81
Doug McDermott,1.7142857142857142,59.004739336492904,55.84415584415584,77,7.324675325,26.21676924990245,1,1.5294117647058822,58.57558139534883,47.058823529411754,34,13.416666666666664,27.129189466484263,1,1.4927536231884058,60.51188299817186,62.31884057971014,69,10.289855072463768,28.241014227803834,1,3,27.91743702664485,9.305812342214951,82
JJ Redick,4.026315789473684,55.696202531645575,64.47368421052633,76,18.05263158,32.78589273880613,1,-1.0,52.570093457943926,45.16129032258064,31,8.709677419354838,21.92639433222792,1,-0.35,59.587955625990496,43.33333333333334,60,15.283333333333333,29.146155573164293,1,3,27.88419018325911,9.294730061086371,83
Davis Bertans,3.3815789473684217,61.03752759381898,57.89473684210528,76,7.973684211,27.583724004002114,1,-0.5161290322580645,56.15671641791046,41.935483870967744,31,11.3125,24.34442103996149,1,-0.2407407407407408,59.836065573770504,37.03703703703704,54,15.444444444444445,28.717349726775957,1,3,27.786082703274374,9.262027567758125,84
Mitchell Robinson,-3.121212121212121,69.41580756013745,24.24242424242424,66,7.348484847999999,25.494860980652543,1,-0.5555555555555556,66.02564102564102,44.444444444444436,27,8.444444444444445,25.006410256410255,1,-1.7049180327868851,74.19354838709677,32.786885245901644,61,9.672131147540984,28.614780539397145,1,3,27.737110504862535,9.245703501620845,85
Ivica Zubac,0.6949152542372882,55.936675461741416,54.23728813559321,59,8.898305085,25.158745136774336,1,0.4473684210526316,65.93406593406593,63.157894736842096,38,8.205128205128204,26.576330248698667,1,3.1944444444444446,61.298701298701296,68.05555555555556,72,8.277777777777779,28.09273088023088,1,3,27.642751466751612,9.214250488917203,86
Mike Conley,0.3,50.66964285714286,42.857142857142854,70,21.11428571,31.053839283142857,1,9.586206896551724,55.50964187327825,68.96551724137932,29,16.322580645161292,30.96578644162323,1,1.5957446808510638,49.382716049382715,55.319148936170215,47,14.361702127659571,26.4775939059627,1,3,27.604044681953816,9.201348227317938,87
Steven Adams,4.8125,59.456118665018536,58.75,80,13.85,31.314654666254633,1,0.4848484848484849,61.49732620320856,42.42424242424242,33,8.228571428571428,24.203898650369236,1,2.3650793650793656,59.309623430962354,63.492063492063494,63,10.857142857142858,28.257564587899317,1,3,27.59968590431107,9.199895301437023,88
Richaun Holmes,-2.5142857142857142,60.821917808219176,22.857142857142854,70,8.171428571,24.122622308940507,1,-0.4375,65.27272727272727,43.75,32,13.441176470588234,28.061012700534757,1,0.3636363636363637,64.82558139534885,36.36363636363637,44,12.25,27.665486257928116,1,3,27.567448349000067,9.189149449666688,89
Terry Rozier,-0.4430379746835443,47.67267267267268,59.493670886075954,79,8.962025316,24.109307408401083,1,-2.1515151515151514,60.1,48.48484848484848,33,20.285714285714285,30.732792207792208,1,-6.285714285714287,51.434643995749205,33.33333333333333,63,18.0,26.903899094175394,1,3,27.529948132610045,9.176649377536682,90
Kyle Kuzma,-0.8285714285714286,51.51793928242871,47.14285714285714,70,18.68571429,29.74091339460718,1,1.4166666666666667,53.28767123287671,66.66666666666666,36,11.810810810810812,25.895904294705666,1,2.9672131147540983,50.0,75.40983606557377,61,12.81967213114754,27.75409836065574,1,3,27.481800299163297,9.1606000997211,91
Caris LeVert,-0.3,47.82608695652174,47.5,40,13.675,24.461521739130433,1,3.75,48.99999999999999,50.0,12,18.076923076923077,27.13365384615384,1,-0.08888888888888889,47.95081967213114,46.66666666666666,45,18.711111111111123,27.77548269581057,1,3,27.48141887804522,9.160472959348406,92
Daniel Theis,2.0,59.77443609022557,57.57575757575758,66,5.666666667,25.02239690154427,1,2.235294117647059,62.5,52.941176470588246,34,9.485714285714286,26.222310924369747,1,3.1384615384615384,60.32863849765258,64.61538461538461,65,9.246153846153844,27.895236547490065,1,3,27.41700944056871,9.139003146856236,93
Andre Drummond,2.2278481012658227,53.564638783269956,50.63291139240506,79,17.34177215,30.834830580754193,1,-4.32,47.368421052631575,36.0,25,17.48,24.300105263157896,1,-3.3684210526315788,53.63520408163265,36.84210526315789,57,17.719298245614034,27.890379967776582,1,3,27.319547557501725,9.106515852500575,94
Harrison Barnes,-0.7402597402597403,50.438169425511205,44.15584415584416,77,16.42857143,28.33941248710508,1,-2.363636363636364,56.68449197860963,42.42424242424242,33,16.65714285714286,27.345711739241153,1,-1.7083333333333333,52.459016393442624,43.05555555555557,72,14.527777777777779,27.15711520947177,1,3,27.25394937930731,9.084649793102438,95
DeAndre Jordan,-3.101449275362319,64.1255605381166,36.231884057971016,69,10.98550725,27.10892636858712,1,2.142857142857143,76.15894039735099,62.85714285714285,35,7.486486486486488,28.960198419801067,1,-0.6964285714285714,66.55052264808361,48.214285714285715,56,8.303571428571429,26.656380662020904,1,3,27.139771498905247,9.046590499635082,96
Patty Mills,2.451219512195122,54.524886877828045,58.536585365853654,82,9.890243902,27.20500220699848,1,3.6666666666666665,58.23699421965318,54.54545454545454,33,13.323529411764708,27.84730559591151,1,2.0303030303030303,56.02006688963211,42.42424242424242,66,11.62121212121212,26.90653187392318,1,3,27.109610134974613,9.036536711658204,97
Stephen Curry,9.971014492753623,60.37313432835821,75.36231884057972,69,27.26086957,41.16067488930695,1,2.2857142857142856,59.54038997214485,54.28571428571429,35,28.83783783783784,37.2235144814532,1,-8.6,47.5609756097561,20.0,5,20.8,23.470243902439023,1,3,27.105419567585255,9.035139855861752,98
Donte DiVincenzo,3.962962962962963,49.193548387096776,74.07407407407408,27,4.851851852,21.25394265241864,1,6.4444444444444455,51.94029850746269,61.111111111111114,36,10.263157894736842,25.609636030374446,1,6.212121212121213,53.62745098039216,80.3030303030303,66,9.242424242424242,27.820499108734403,1,3,27.049998670246627,9.016666223415543,99
Paul Millsap,4.928571428571429,52.781954887218035,70.0,70,12.61428571,28.99620300494737,1,1.3846153846153846,60.84656084656085,57.69230769230769,26,10.25,25.89240944240944,1,4.431372549019608,54.337899543379,58.82352941176471,51,11.588235294117649,27.136435670158477,1,3,26.980618791348114,8.993539597116039,100
Mikal Bridges,-4.743902439024391,52.30905861456482,23.170731707317074,82,8.341463415,22.15470367825096,1,3.8571428571428568,62.5,68.57142857142857,35,13.810810810810812,30.054343629343634,1,1.5890410958904109,58.26446280991736,46.57534246575342,73,9.136986301369864,26.424334880561535,1,3,26.936855070202427,8.978951690067476,101
Derrick Rose,0.7058823529411765,51.79282868525896,47.058823529411754,51,17.98039216,28.815854232020623,1,-0.16,46.92832764505118,44.0,25,13.52,23.254081911262794,1,-1.64,51.992031872509955,34.0,50,18.08,27.636007968127487,1,3,26.818615069949207,8.939538356649736,102
Thomas Bryant,-1.4861111111111112,64.84063745019921,40.27777777777778,72,10.52777778,27.769187141660915,1,-1.5,69.78021978021978,20.0,10,14.3,27.150054945054947,1,-3.5,62.55980861244018,32.608695652173914,46,13.23913043478261,26.638865196588306,1,3,26.797619243535262,8.932539747845087,103
Kentavious Caldwell-Pope,-1.914634146341464,52.97619047619048,45.12195121951221,82,11.43902439,25.984901277437864,1,4.787878787878788,55.13392857142857,63.63636363636363,33,8.617647058823529,24.98285825693914,1,2.260869565217391,55.818540433925065,73.91304347826086,69,9.347826086956523,27.27420032587257,1,3,26.75146695966415,8.917155653221384,104
Dillon Brooks,-0.8888888888888888,46.31147540983606,50.0,18,7.5,19.255646630236797,1,1.4,46.008869179600886,53.33333333333334,30,15.9375,25.58138396156689,1,-0.5753424657534246,47.6123595505618,46.57534246575342,73,16.17808219178082,27.444870709558256,1,3,26.66271215599391,8.887570718664636,105
Myles Turner,1.6216216216216215,53.589743589743605,58.1081081081081,74,13.2972973,28.38662508824671,1,1.1515151515151516,55.90062111801243,48.48484848484848,33,13.371428571428574,26.360133634481457,1,-0.1129032258064516,52.981260647359456,59.67741935483871,62,12.080645161290322,26.549347419904386,1,3,26.603368546236915,8.867789515412305,106
Dwight Powell,0.16883116883116886,63.68312757201646,40.259740259740255,77,10.58441558,28.176626046198923,1,1.0869565217391304,47.014925373134325,60.86956521739131,23,4.52,18.93094873458793,1,4.875,65.93886462882097,62.5,40,9.4,28.468466157205242,1,3,26.546370667131463,8.848790222377154,107
Nerlens Noel,-0.948051948051948,58.69565217391305,62.337662337662344,77,4.909090909,24.349237718748395,1,-0.3125,61.261261261261254,50.0,32,4.764705882352942,22.19601384472708,1,0.4426229508196721,68.58736059479553,62.295081967213115,61,7.360655737704918,27.838643427387407,1,3,26.53564722542339,8.845215741807797,108
Bogdan Bogdanovic,-0.5428571428571428,49.594438006952494,45.714285714285715,70,14.14285714,26.534323785738124,1,-1.2727272727272727,51.09890109890108,54.54545454545454,11,8.384615384615385,20.76458541458541,1,-0.6885245901639344,54.69973890339426,47.540983606557376,61,15.147540983606556,28.018377348799383,1,3,26.493416283803526,8.831138761267843,109
Josh Richardson,0.8082191780821918,49.22027290448342,47.94520547945205,73,16.56164384,28.491369598614007,1,-1.9615384615384608,50.0,57.69230769230769,26,13.571428571428573,24.337087912087917,1,2.1272727272727274,49.61300309597523,60.0,55,13.727272727272727,26.921432592175627,1,3,26.483060506480008,8.827686835493337,110
Al Horford,3.794117647058824,58.57538035961272,60.29411764705882,68,13.60294118,30.16884509202083,1,-2.9166666666666665,51.76282051282052,41.66666666666667,24,14.384615384615385,24.12564102564103,1,1.805970149253732,51.97461212976022,58.20895522388061,67,11.910447761194026,26.851861987663934,1,3,26.472466950477198,8.824155650159065,111
Terrence Ross,0.061728395061728385,53.407984420642656,51.85185185185186,81,15.09876543,29.069280054518686,1,-4.857142857142857,48.63445378151261,37.142857142857146,35,15.542857142857144,23.87718487394958,1,-1.0724637681159421,50.76832151300237,44.92753623188405,69,14.72463768115942,26.95512385651146,1,3,26.445243869899443,8.81508128996648,112
Jusuf Nurkic,5.9444444444444455,51.02905569007263,62.5,72,15.625,30.343375033629272,1,1.5833333333333333,50.0,58.33333333333334,12,9.833333333333334,22.3125,1,-0.5,50.45871559633027,75.0,8,17.625,27.214678899082568,1,3,26.390677925993387,8.796892641997795,113
Enes Kanter,-2.7014925373134333,55.63689604685212,41.7910447761194,67,13.65671642,26.86743296819064,1,1.3714285714285714,59.39597315436242,60.0,35,12.243243243243244,27.287796377393693,1,3.6379310344827593,57.32758620689656,62.06896551724138,58,8.086206896551724,26.09655172413794,1,3,26.373344716991724,8.791114905663909,114
