player_name,plus_minus,eFG_avg,winning_perct,total_games,pts
Steven Adams,2.3650793650793656,59.309623430962354,63.492063492063494,63,10.857142857142858
Bam Adebayo,3.388888888888889,55.82278481012659,61.111111111111114,72,15.916666666666664
LaMarcus Aldridge,-2.452830188679245,53.15258511979823,43.39622641509435,53,18.88679245283019
Kyle Alexander,-1.5,50.0,0.0,2,1.0
Nickeil Alexander-Walker,-1.1914893617021276,45.48872180451128,40.42553191489361,47,5.680851063829786
Grayson Allen,-2.526315789473684,57.96812749003985,42.105263157894726,38,8.684210526315791
Jarrett Allen,0.6428571428571429,64.94623655913979,47.14285714285714,70,11.071428571428573
Kadeem Allen,-2.1,48.86363636363636,30.0,10,5.0
Al-Farouq Aminu,-1.9444444444444444,34.30232558139535,38.888888888888886,18,4.333333333333333
Justin Anderson,0.3,34.21052631578947,60.0,10,2.8
Kyle Anderson,-1.3582089552238803,51.057401812688816,47.76119402985074,67,5.82089552238806
Ryan Anderson,3.5,35.714285714285715,50.0,2,2.5
Giannis Antetokounmpo,10.825396825396826,58.92568659127625,80.95238095238095,63,29.476190476190478
Kostas Antetokounmpo,1.4,100.0,60.0,5,1.4
Thanasis Antetokounmpo,-0.8,50.0,80.0,20,2.75
Carmelo Anthony,0.3103448275862069,48.529411764705884,48.27586206896552,58,15.43103448275862
OG Anunoby,3.9565217391304346,58.392226148409904,72.46376811594203,69,10.623188405797102
Ryan Arcidiacono,-1.4310344827586208,53.18181818181817,36.206896551724135,58,4.5
Trevor Ariza,-0.18867924528301888,55.70987654320986,41.509433962264154,53,7.981132075471697
D.J. Augustin,1.3333333333333333,47.5054229934924,49.122807017543856,57,10.508771929824562
Deandre Ayton,2.5789473684210527,54.84154929577464,52.631578947368425,38,18.157894736842106
Dwayne Bacon,-3.3846153846153846,38.729508196721305,25.64102564102564,39,5.7435897435897445
Marvin Bagley III,-6.846153846153847,47.904191616766475,15.384615384615385,13,14.230769230769232
Lonzo Ball,-0.4126984126984127,51.09170305676857,41.26984126984127,63,11.825396825396824
Mo Bamba,0.2903225806451613,52.622377622377606,48.387096774193544,62,5.354838709677419
J.J. Barea,0.6896551724137931,48.79227053140096,51.72413793103448,29,7.655172413793102
Harrison Barnes,-1.7083333333333333,52.459016393442624,43.055555555555564,72,14.527777777777779
RJ Barrett,-5.892857142857142,44.49793672627236,30.357142857142854,56,14.339285714285715
Will Barton,4.206896551724138,52.30352303523036,65.51724137931035,58,15.06896551724138
Keita Bates-Diop,-3.886363636363636,50.0,22.72727272727273,44,6.545454545454546
Nicolas Batum,-2.1818181818181817,43.209876543209866,27.27272727272727,22,3.5909090909090913
Aron Baynes,-1.0952380952380951,55.77427821522309,45.23809523809525,42,11.452380952380953
Kent Bazemore,0.14705882352941174,45.3183520599251,47.058823529411754,68,8.779411764705884
Darius Bazley,-1.278688524590164,47.16088328075709,59.016393442622956,61,5.60655737704918
Bradley Beal,-3.5263157894736836,52.033768227168075,35.08771929824561,57,30.543859649122812
Malik Beasley,-0.9090909090909092,52.528089887640455,54.54545454545454,55,11.181818181818182
Marco Belinelli,0.3333333333333333,49.84076433121018,47.368421052631575,57,6.333333333333332
Jordan Bell,-0.2413793103448276,55.223880597014926,27.58620689655172,29,3.2068965517241383
DeAndre' Bembry,-5.883720930232557,48.903508771929815,23.255813953488367,43,5.790697674418603
Dragan Bender,-0.3125,52.71739130434783,62.5,16,6.6875
Davis Bertans,-0.24074074074074076,59.8360655737705,37.03703703703704,54,15.444444444444445
Patrick Beverley,5.509803921568627,54.838709677419345,74.50980392156862,51,7.9411764705882355
Khem Birch,-2.6875,51.04895104895106,39.58333333333333,48,4.416666666666667
Goga Bitadze,-0.25925925925925924,49.33333333333333,59.25925925925925,54,3.185185185185185
Bismack Biyombo,-2.849056603773585,54.31654676258992,33.9622641509434,53,7.415094339622643
Nemanja Bjelica,0.05555555555555555,58.346094946401216,43.055555555555564,72,11.541666666666664
Eric Bledsoe,7.081967213114754,52.77382645803698,78.68852459016394,61,14.934426229508198
Bogdan Bogdanovic,-0.6885245901639344,54.69973890339426,47.540983606557376,61,15.147540983606556
Bojan Bogdanovic,4.190476190476192,54.812834224598944,65.07936507936508,63,20.238095238095237
Bol Bol,-3.0,57.14285714285714,28.57142857142857,7,5.7142857142857135
Jonah Bolden,0.14285714285714285,36.36363636363637,85.71428571428571,7,1.4285714285714286
Jordan Bone,0.0,30.0,30.0,10,1.2
Isaac Bonga,-0.4545454545454545,55.769230769230774,33.33333333333333,66,5.0
Devin Booker,1.8571428571428568,54.364770070148104,48.57142857142857,70,26.614285714285717
Chris Boucher,1.596774193548387,53.51170568561874,72.5806451612903,62,6.629032258064517
Brian Bowen II,2.1666666666666665,30.0,83.33333333333334,6,1.0
Ky Bowman,-3.888888888888889,46.88473520249221,20.0,45,7.4444444444444455
Avery Bradley,3.73469387755102,52.61096605744125,73.46938775510205,49,8.63265306122449
Tony Bradley,-0.1896551724137931,67.46031746031747,62.06896551724138,58,4.913793103448277
Jarrell Brantley,-4.111111111111111,41.071428571428584,33.33333333333333,9,2.6666666666666665
Ignas Brazdeikis,-1.2222222222222223,29.54545454545454,11.111111111111109,9,1.8888888888888888
Mikal Bridges,1.5890410958904109,58.26446280991736,46.57534246575342,73,9.136986301369864
Miles Bridges,-6.107692307692307,48.93758300132803,35.384615384615394,65,12.96923076923077
Oshae Brissett,1.7894736842105263,40.27777777777778,78.94736842105263,19,1.947368421052632
Ryan Broekhoff,0.4705882352941176,54.23728813559321,58.82352941176471,17,4.176470588235294
Malcolm Brogdon,1.6666666666666667,48.85752688172043,62.96296296296296,54,16.537037037037038
Dillon Brooks,-0.5753424657534246,47.6123595505618,46.57534246575342,73,16.17808219178082
Bruce Brown,-2.396551724137931,47.98657718120805,31.03448275862069,58,8.913793103448276
Jaylen Brown,4.017543859649122,55.41149943630214,66.66666666666666,57,20.33333333333333
Moses Brown,-3.6666666666666665,40.0,44.444444444444436,9,1.2222222222222223
Sterling Brown,1.2692307692307692,45.703125,75.0,52,5.115384615384615
Charles Brown Jr.,2.8,39.473684210526315,10.0,10,2.0
Troy Brown Jr.,-3.260869565217391,48.79421221864952,34.78260869565217,69,10.376811594202898
Jalen Brunson,3.017543859649123,52.19072164948454,59.649122807017534,57,8.175438596491228
Thomas Bryant,-3.5,62.559808612440186,32.608695652173914,46,13.23913043478261
Reggie Bullock,-2.7586206896551726,48.43749999999999,31.03448275862069,29,8.068965517241379
Trey Burke,0.8484848484848485,52.63157894736843,48.48484848484848,33,7.363636363636362
Alec Burks,-3.3939393939393936,49.34895833333333,31.818181818181817,66,15.045454545454545
Deonte Burton,-2.5641025641025643,38.4,56.4102564102564,39,2.6666666666666665
Jimmy Butler,4.431034482758621,47.42744063324538,65.51724137931035,58,19.948275862068964
Bruno Caboclo,-1.0666666666666669,46.067415730337075,36.66666666666666,30,3.0
